"";"name";"genre";"subscribers";"videos";"views";"lastvideo";"link"
"738";"automotovision";"Autos & Vehicles";4020;2667;4980000;"2021-06-28";"http://www.youtube.com/channel/UCiwwLfa0_unVjbMU23jKKgg"
"739";"Studio Kr100";"Sports";4000;491;4780000;"2021-03-03";"http://www.youtube.com/channel/UCWJp2rev-Z5C6Tos06CKtWQ"
"740";"ZAGREBTOURIST";"Travel & Events";3990;173;26600000;"2019-02-28";"http://www.youtube.com/channel/UCEuyAEjLo8F4M1mhUvKJJ7w"
"741";"Marko Makareviæ";"Autos & Vehicles";3970;162;1340000;"2021-06-13";"http://www.youtube.com/channel/UCq7AG5bTYbvUg1kB0Qhv9Gw"
"742";"Rijecani_1987";"Sports";3970;199;551000;"2021-05-10";"http://www.youtube.com/channel/UCM1JkPEF4Jc8GccDdY5XI9w"
"743";"Mirzzonja";"Gaming";3940;45;1560000;"2019-06-17";"http://www.youtube.com/channel/UCZ504A-K6feR214ZRdcGBSg"
"744";"Sura Dancer";"Music";3940;18;461000;"2019-05-02";"http://www.youtube.com/channel/UCNt4_E1rnKMzHUMTGcN9SUw"
"745";"MisterKTB";"Gaming";3910;46;993000;"2021-05-12";"http://www.youtube.com/channel/UCNNXEYS-SSt1RrfD-1R_8tA"
"746";"Benac97";"Gaming";3890;255;123000;"2021-05-05";"http://www.youtube.com/channel/UCleXc4CpeI03OQKZXQSTS7A"
"747";"Alex King";"Entertainment";3850;12;209000;"2020-02-01";"http://www.youtube.com/channel/UCIyI4m356BEV96H6AdJLoWw"
"748";"OverHyped Gamer";"Gaming";3770;584;580000;"2021-05-19";"http://www.youtube.com/channel/UCN0tDkHv30t-0d0PywU7d0w"
"749";"Ivo Sivo";"People & Blogs";3750;8;304000;"2020-04-13";"http://www.youtube.com/channel/UC75dV-n5FMNGJNSx6wBL5GQ"
"750";"Andrea";"Howto & Style";3750;59;325000;"2019-09-30";"http://www.youtube.com/channel/UCtC2S3-tSFMotgY28EPF46A"
"751";"nxcato <U+00F0><U+009F><U+008C><U+008C>";"Nonprofits & Activism";3720;254;75200;"2021-05-08";"http://www.youtube.com/channel/UCpoRqB78YE3Ipe5hTUekDoA"
"752";"Luka Goreta";"Education";3710;182;1280000;"2021-03-23";"http://www.youtube.com/channel/UCMPmcVSw37hVtiUf7R_0rDg"
"753";"Ansambl Lado";"Music";3690;154;1400000;"2021-04-29";"http://www.youtube.com/channel/UCZNcFf1WZcztJrSoy0MNqVA"
"754";"Mario Skylight";"Music";3690;125;6790000;"2015-05-23";"http://www.youtube.com/channel/UCqz-QwcMNFzrbhRCYnACCqw"
"755";"Fortex";"Gaming";3690;363;66500;"2021-05-05";"http://www.youtube.com/channel/UCFz7IlM7LmaUWcMtX9sDArA"
"756";"Lomex";"Gaming";3660;118;98000;"2020-10-24";"http://www.youtube.com/channel/UC7NKhGBgz-3uSSZFl1D7R0Q"
"757";"The Monk By The Sea ";"Music";3640;157;841000;"2021-05-07";"http://www.youtube.com/channel/UCdHWZiuCXvVsrzzk5x08YqA"
"758";"Zoran Misic";"Music";3620;35;5040000;"2015-05-20";"http://www.youtube.com/channel/UCF6q_hEyzJZNfD7YBtuRZaw"
"759";"Opuzenka";"Music";3600;1086;6110000;"2020-09-21";"http://www.youtube.com/channel/UCRfQEuxBrr1dQo8rnh0OSZw"
"760";"Captain Geronimo";"Gaming";3600;343;703000;"2021-05-05";"http://www.youtube.com/channel/UC2BLlajIANCtPw9BaBiWq9Q"
"761";"Dedinjo";"Gaming";3570;16;1530000;"2019-11-14";"http://www.youtube.com/channel/UCnM0twiuIvBleYRIQfLGBiQ"
"762";"Ryanam New Mood";"Gaming";3520;54;430000;"2021-04-23";"http://www.youtube.com/channel/UCn5w4Kcvm-cMERimO1B7nPA"
"763";"Clout Zone";"Music";3510;28;465000;"2020-07-09";"http://www.youtube.com/channel/UCcGlR5KrL5ro56ZBxKFA2SQ"
"764";"DEDZAGOREC JOSIP JURINJAK";"Music";3500;231;4090000;"2017-11-18";"http://www.youtube.com/channel/UCQJMHyZHrlvYmZcaPojY2aA"
"765";"HZCAR-Croatia/trains";"Autos & Vehicles";3480;484;1900000;"2021-06-25";"http://www.youtube.com/channel/UCuDUkaSIgGJK2xi3Ou0ML-g"
"766";"BCko";"Gaming";3470;89;815000;"2021-02-03";"http://www.youtube.com/channel/UC0mVnB-hs1rBFMSuWx427Sg"
"767";"varosanin88";"Sports";3460;79;3240000;"2021-01-24";"http://www.youtube.com/channel/UCoBV2BqMD4_QTzlhrcWworw"
"768";"blackwooz";"Gaming";3460;50;435000;"2017-01-21";"http://www.youtube.com/channel/UCPyzd_asSzO0qk-DngKdMIg"
"769";"Ukulele obrade";"Music";3440;110;753000;"2020-12-12";"http://www.youtube.com/channel/UCinVpeXxC3n1WxxGkCTnUEg"
"770";"Jednostavni Recepti";"Howto & Style";3440;41;775000;"2017-07-16";"http://www.youtube.com/channel/UCDHOmCoPHPKjkyGvD3qeJGg"
"771";"Zubak Grupa";"Autos & Vehicles";3420;107;1480000;"2021-05-07";"http://www.youtube.com/channel/UC6HTrHKgwKa5LnuCU4x4cdQ"
"772";"Vukša";"Music";3380;5;870000;"2020-09-26";"http://www.youtube.com/channel/UCailQBkze_PByh8Ff-r1ZHw"
"773";"Trta Mrta";"Music";3380;567;1160000;"2021-03-24";"http://www.youtube.com/channel/UCB9x0PG2UaEF0pinGj0sSfw"
"774";"Klapa Sveti Florijan";"Music";3380;116;8180000;"2021-02-18";"http://www.youtube.com/channel/UCB78_cmHBTgPe78u_SIRDgA"
"775";"ESC ThunderOne";"Entertainment";3350;100;5530000;"2019-11-18";"http://www.youtube.com/channel/UCUsNYXW0SkwJ0TWWeCF7R9A"
"776";"Antonio Bediæ";"Gaming";3340;37;1310000;"2015-06-19";"http://www.youtube.com/channel/UCITuR-awSESrAuvHha-bfPg"
"777";"SEKILE";"Science & Technology";3330;750;796000;"2021-05-18";"http://www.youtube.com/channel/UCs7PzBwYqQH5zib6Rqnz-Kg"
"778";"YESHUA music";"People & Blogs";3330;14;1680000;"2021-03-13";"http://www.youtube.com/channel/UCKYqqFl6XIjJtCReSLuYJYg"
"779";"Dope Vibes";"Music";3320;538;727000;"2020-02-17";"http://www.youtube.com/channel/UCzFshZEVtSLwnUt76XrJY5w"
"780";"LIÈKE DRVOSJEÈE Službeni kanal";"Music";3320;37;2170000;"2019-10-17";"http://www.youtube.com/channel/UC0x6HOFQdVCrCF5mUZwrjcw"
"781";"LifestyleWithAndrea";"Howto & Style";3290;115;495000;"2021-05-08";"http://www.youtube.com/channel/UC1cLNZRPabZZXUt9EKddeiQ"
"782";"KN<U+018E>Z Official";"Music";3260;30;199000;"2018-04-26";"http://www.youtube.com/channel/UCaVfjcR-4n-d5EjZoXv2nEA"
"783";"Moja Rijeka";"Film and Animation";3220;5314;4090000;"2021-05-07";"http://www.youtube.com/channel/UCJzVTRaUieC2EKE6vnj7ovg"
"784";"DEG Hrvatska";"Gaming";3210;754;197000;"2021-06-11";"http://www.youtube.com/channel/UCQaNEWoopb8RHJOnfs5HV-g"
"785";"ATCRO";"Gaming";3190;224;333000;"2020-12-24";"http://www.youtube.com/channel/UC31gkZeqkvI2obMuUXNcQvQ"
"786";"Ana267";"Entertainment";3190;74;1680000;"2019-03-28";"http://www.youtube.com/channel/UC_2E_UnqAm-vTLHLkjOD4pw"
"787";"sh4dow";"Gaming";3170;26;38900;"2021-05-12";"http://www.youtube.com/channel/UCTHjJnlC279JL4MYB_cAIvA"
"788";"Mile";"Pets & Animals";3170;149;16600;"2021-06-15";"http://www.youtube.com/channel/UC6gGec_eaXA2JYKY008r6qg"
"789";"Vjeko Music";"Music";3160;13;1440000;"2019-12-16";"http://www.youtube.com/channel/UCEn_qzKLMuKHd3w3RzTt0_g"
"790";"Orjen Riðanoviæ";"Music";3150;18;190000;"2020-09-25";"http://www.youtube.com/channel/UCejO32kYEJib7Va0in3p8fw"
"791";"Balkan PUBG League";"Gaming";3140;50;155000;"2021-01-27";"http://www.youtube.com/channel/UCL-jTzDYXt2CIV87-gSYfmg"
"792";"Bakz";"Entertainment";3130;9;452000;"2020-10-28";"http://www.youtube.com/channel/UCo5vemLgJ9B8xUF7ZLZDJjQ"
"793";"Apis Carnica";"Pets & Animals";3130;3;25000;"2021-01-03";"http://www.youtube.com/channel/UCab8RA2ol6iol3dpaHtBusQ"
"794";"SvaštaR";"Howto & Style";3120;50;304000;"2021-05-03";"http://www.youtube.com/channel/UCgu24u-opWQuQh6SQ0iSUjA"
"795";"BRUTAL_ LuCkO_TV";"Gaming";3110;143;136000;"2020-07-28";"http://www.youtube.com/channel/UCrtYznB5bW0_ycJCRnZcnjA"
"796";"Die Rich Beats";"Entertainment";3100;177;958000;"2021-06-16";"http://www.youtube.com/channel/UCCz_95tig9oX4ztlyguGZew"
"797";"Fronkie";"Gaming";3090;134;434000;"2021-05-16";"http://www.youtube.com/channel/UCSAIrBfrk7nb1kMiBVbJkug"
"798";"Likchich";"Gaming";3080;672;126000;"2021-04-24";"http://www.youtube.com/channel/UCK-mhdtpkQbdqun8rKyQSgQ"
"799";"MTS";"Howto & Style";3070;214;1520000;"2021-05-11";"http://www.youtube.com/channel/UC7OwfjgVADe5s5f9f8P-0zA"
"800";"Liribinus";"Entertainment";3070;151;2030000;"2019-01-24";"http://www.youtube.com/channel/UCDDAsc28vBPr1mpG0iGSBEw"
"801";"Maric";"Gaming";3050;99;79100;"2021-04-19";"http://www.youtube.com/channel/UCnEROQyiN9yNijvya3RaX5Q"
"802";"PhantomPianist91";"Music";3050;155;416000;"2019-10-31";"http://www.youtube.com/channel/UCJoxrdFhNpg46zY2_LBeM8Q"
"803";"Ivan Judas Handpan Music";"Music";3040;14;62500;"2021-02-17";"http://www.youtube.com/channel/UC28jQhQve65DMD-V_RYEfqA"
"804";"Awesome Art";"Entertainment";3030;13;446000;"2020-03-29";"http://www.youtube.com/channel/UCsRvLbewoFRbI_ddDGVXBag"
"805";"ThePolagreen";"Music";3000;163;4070000;"2021-03-22";"http://www.youtube.com/channel/UCn0inALO-q6vKcUfPHyks3A"
"806";"Loza";"People & Blogs";3000;23;683000;"2020-04-28";"http://www.youtube.com/channel/UCETanY5pVN5vPZmZGtYC5Fw"
"807";"ProPatria 97";"Nonprofits & Activism";3000;53;2840000;"2019-11-21";"http://www.youtube.com/channel/UCs-d_LPBfEVI7qi4W5yc-BQ"
"808";"zmajmr";"Autos & Vehicles";2980;744;2150000;"2021-05-23";"http://www.youtube.com/channel/UCZpkCUTKl5HngTjXDaSJjyQ"
"809";"Theanijel";"Autos & Vehicles";2970;128;556000;"2021-04-20";"http://www.youtube.com/channel/UCvMXtrVf0x8s14YP6MKrhPA"
"810";"Buðenje";"Music";2960;76;4280000;"2021-03-07";"http://www.youtube.com/channel/UCTWoDCbZVZ7VhXXGTwHOTeA"
"811";"QzArcade";"Gaming";2960;222;126000;"2019-03-14";"http://www.youtube.com/channel/UCidSyUulfS1UGi_QRfS1vyg"
"812";"Mrtvi Piksel";"Gaming";2940;144;70000;"2021-05-18";"http://www.youtube.com/channel/UCLI1nI4jtUtOJjXOzDIp_1w"
"813";"Casper tutorSynth";"Music";2930;232;825000;"2021-06-09";"http://www.youtube.com/channel/UCO2jVGr2HHOoB9bfXeiZPrQ"
"814";"Svijet Televizije";"Film and Animation";2930;7;1220000;"2020-04-23";"http://www.youtube.com/channel/UC4JMvYP5iNhhXmpgVg34eqw"
"815";"Nikk F";"Gaming";2920;65;11000;"2020-09-29";"http://www.youtube.com/channel/UCGbFv5p3ywEqpc02uZFbnNQ"
"816";"Vrijeme Zabave";"Travel & Events";2920;1611;2130000;"2021-05-11";"http://www.youtube.com/channel/UC5zj7yAMK7nhj0t9cm_hzGg"
"817";"Damir Markuš";"People & Blogs";2910;167;2280000;"2020-12-19";"http://www.youtube.com/channel/UCoF0_IUmslggv0mQ-fEsPvQ"
"818";"Dorothy Kanzas";"Gaming";2910;336;204000;"2021-02-28";"http://www.youtube.com/channel/UC9P13jiDuAWc4vbvDUpF3Vg"
"819";"TAPED";"People & Blogs";2900;4;1180;"2019-10-07";"http://www.youtube.com/channel/UC_cMMz9USX1xQWUmnfKSWtQ"
"820";"Robert Markovèiæ";"People & Blogs";2860;543;781000;"2021-05-07";"http://www.youtube.com/channel/UCkke4N89atvmLlmMzFwuxBg"
"821";"Duhom Istine";"Education";2860;82;1070000;"2020-03-29";"http://www.youtube.com/channel/UCgEbkRT_LhvCWSzeqoKCV7w"
"822";"KUKI";"Gaming";2810;77;207000;"2021-05-13";"http://www.youtube.com/channel/UCAeKFIUX461SImoCM0UYFxw"
"823";"Atomic Beats - Beats With Hooks";"Music";2810;153;153000;"2021-03-05";"http://www.youtube.com/channel/UC6T3abpe3r8OGC_gP-FqceQ"
"824";"kakudmi";"Education";2790;372;1200000;"2019-09-18";"http://www.youtube.com/channel/UC3WoK682LSQnLtTInDLZH8Q"
"825";"KimFLa";"Gaming";2780;195;69000;"2021-02-19";"http://www.youtube.com/channel/UCVvb2VygBCjYx_Dkf8u90bw"
"826";"CroPredator";"Gaming";2780;113;50900;"2020-06-08";"http://www.youtube.com/channel/UCqETQ7JgkSrEwhVNajmUAvw"
"827";"VCL Examples";"Education";2780;49;461000;"2020-08-22";"http://www.youtube.com/channel/UCSt-YQKjA0sBNB3cHZW6zng"
"828";"Natro";"Gaming";2770;61;23500;"2020-08-29";"http://www.youtube.com/channel/UC1k7Wp1RGD0khJq-urs9xeA"
"829";"sestraBlankaDSNG";"Film and Animation";2770;217;2300000;"2017-05-22";"http://www.youtube.com/channel/UCCTNQuPaSxgxYNUso0r3yYQ"
"830";"Erste banka";"People & Blogs";2760;193;16500000;"2021-03-15";"http://www.youtube.com/channel/UCS5JMEHVhmT7jTorBW2GobA"
"831";"Aftalyfe";"Howto & Style";2750;47;1070000;"2021-02-28";"http://www.youtube.com/channel/UCAaO9I6pYoCDeAwYdrpuFIg"
"832";"V8AmericanMuscleCar";"Autos & Vehicles";2750;95;961000;"2021-06-01";"http://www.youtube.com/channel/UCAsIMoMnBLqgykE4Z7J_PXA"
"833";"Damir G Martin";"Film and Animation";2750;106;1390000;"2021-05-15";"http://www.youtube.com/channel/UCwdCpIMu6AjEGnBTrzQ7RDQ"
"834";"UB-International";"Entertainment";2740;396;84400;"2021-04-30";"http://www.youtube.com/channel/UC4wehQDZOMHdlsli8f558OQ"
"835";"SanctaDomenica";"Entertainment";2740;172;13500000;"2021-06-11";"http://www.youtube.com/channel/UC9TKr9vJkiTcUBiD-l7pp2w"
"836";"Nicol Tosic";"People & Blogs";2700;79;518000;"2021-03-23";"http://www.youtube.com/channel/UCk2XWDUm8VF0SVXwAzBkFoA"
"837";"fire2hr_Vedran";"Autos & Vehicles";2690;918;2550000;"2021-05-19";"http://www.youtube.com/channel/UCndl5NdjCoyUM5WRuhkXpMA"
"838";"Pevex";"Entertainment";2680;1418;5470000;"2021-05-30";"http://www.youtube.com/channel/UCJKHei71v4HATmYCsEMamhg"
"839";"val11950";"Music";2670;108;1560000;"2021-01-13";"http://www.youtube.com/channel/UC9ajGULx07ZD8Uu2jIybVBQ"
"840";"Stjepan Belosa";"Education";2670;44;233000;"2021-01-21";"http://www.youtube.com/channel/UCdsIEbzK5CH4-RTj1f-jpFw"
"841";"Suki FPV";"Entertainment";2670;148;208000;"2020-05-18";"http://www.youtube.com/channel/UCAcuDgXS9awgbBs8Qw0NFbg"
"842";"GILE CRO";"Autos & Vehicles";2670;203;513000;"2021-05-23";"http://www.youtube.com/channel/UCRbSnDVylu3PyNn9g0WW-5w"
"843";"HRV-Strijelac";"Gaming";2670;400;70000;"2021-05-12";"http://www.youtube.com/channel/UCuPrDXBFaqgeNhfpaaNAN1g"
"844";"Nesti Beats";"Music";2660;553;1280000;"2021-05-03";"http://www.youtube.com/channel/UCvFt48-ri5d7A1t1-kX2jig"
"845";"ITelektronika-Servis laptopa";"Science & Technology";2660;20;169000;"2020-05-16";"http://www.youtube.com/channel/UCzqxBUDBeTbVlnBXTnGPIXg"
"846";"Bledi";"Gaming";2660;53;612000;"2018-03-19";"http://www.youtube.com/channel/UC_wnbawDluk544UEDbQWkxQ"
"847";"Adriano";"Gaming";2650;325;356000;"2021-05-13";"http://www.youtube.com/channel/UCRnWptEjGBbQKSHMe96TKGg"
"848";"Maxann";"Gaming";2650;2263;567000;"2021-05-20";"http://www.youtube.com/channel/UCOQsjFVmOSLUDv4JVefVMMw"
"849";"D'Knock Production";"Music";2640;68;2570000;"2020-01-30";"http://www.youtube.com/channel/UCoUnxNbbEfTHV3ppzn8lWQg"
"850";"FunOnymous :D";"Comedy";2640;20;244000;"2017-05-10";"http://www.youtube.com/channel/UC28ELZQcqriZhMnB57Nq2Xw"
"851";"Wintobewell";"Howto & Style";2610;88;101000;"2021-05-13";"http://www.youtube.com/channel/UCO5pYNV5S6ot7gXKW-Z7UGg"
"852";"TechCrasher";"Gaming";2600;32;2320000;"2021-04-07";"http://www.youtube.com/channel/UC8b3cI5yj16TCV87UdbSwaw"
"853";"srdjanhulak";"Howto & Style";2600;498;382000;"2021-05-12";"http://www.youtube.com/channel/UC5q7j02XHLeZwH0HFle8Z6A"
"854";"Dario Official canal";"Music";2600;1044;2850000;"2020-08-03";"http://www.youtube.com/channel/UCv7eyRA2kWJIYmnedeszh-g"
"855";"Gu5ter";"Music";2600;13;27100;"2020-08-07";"http://www.youtube.com/channel/UCCE_UV7AwS43OtUM5bCYDwg"
"856";"Mikronis";"Science & Technology";2590;544;3270000;"2021-02-10";"http://www.youtube.com/channel/UCFYwiz9olpIwMf81wFbkM0w"
"857";"dipsy";"Gaming";2560;24;913000;"2021-04-23";"http://www.youtube.com/channel/UCfHvF2QPYGGZRVSA6jWyjug"
"858";"Antony Bottiglieri - Trader Sportivo";"Sports";2550;155;273000;"2021-01-09";"http://www.youtube.com/channel/UCa7o0hepJoyPjaX_vJmovxQ"
"859";"ip Zadar";"Pets & Animals";2540;210;2300000;"2021-05-14";"http://www.youtube.com/channel/UC8WXQYfdY3phX_iYbYtPQvw"
"860";"Krik Family";"Film and Animation";2540;139;1270000;"2021-06-05";"http://www.youtube.com/channel/UCXZTQ92HqAYpDOP9Bz2keBQ"
"861";"Nela";"Music";2530;10;1040000;"2021-01-18";"http://www.youtube.com/channel/UCCGTi8RbB4J2whTwHyZhNXA"
"862";"M y s t i c";"Music";2510;65;1130000;"2021-03-22";"http://www.youtube.com/channel/UC6JOmjMWeEVDBAmCvE94T6w"
"863";"Pro Gamer";"Gaming";2510;53;23500;"2021-03-19";"http://www.youtube.com/channel/UCcbS_4T3hNkU0owILzRp2lA"
"864";"mrSymphonic";"Music";2500;286;2670000;"2020-12-19";"http://www.youtube.com/channel/UCA7M190WJUGYw5fUYa5vR0g"
"865";"Hrvatska demokratska zajednica";"News & Politics";2500;2922;5440000;"2021-05-22";"http://www.youtube.com/channel/UCc9lr9dLTC3jE1yzK1CSvLA"
"866";"Shkof";"Entertainment";2500;140;39900;"2020-11-18";"http://www.youtube.com/channel/UCV38-UzOu5dYYba48Nhja_w"
"867";"ASH - Adrijan Šimunaj";"Gaming";2490;25;68600;"2021-04-26";"http://www.youtube.com/channel/UCNB7Nv8GxSRO2uYe1q9YDeQ"
"868";"Regional Express - Nezavisni Istarski Portal";"Entertainment";2480;3470;7350000;"2021-05-05";"http://www.youtube.com/channel/UCoZOTEl783VKSGbhNjq-HTw"
"869";"Zoran Oreskovic";"Travel & Events";2470;222;737000;"2021-04-24";"http://www.youtube.com/channel/UCHrkZ8XJyrJw6_YtEMkAT7A"
"870";"Fluentes";"Music";2470;30;1940000;"2020-09-24";"http://www.youtube.com/channel/UChFQq5zeAVfVeiEa4S4ZOiQ"
"871";"GRUPA BEST OFFICIAL";"Music";2380;17;1200000;"2021-03-01";"http://www.youtube.com/channel/UCxRshf0XQGTH9PggGk2D-TQ"
"872";"Pale Canvas";"Howto & Style";2380;5;189000;"2017-03-03";"http://www.youtube.com/channel/UCnbb6YnPz7enbLj0REjBCtA"
"873";"Gorazd Cok";"Education";2370;324;656000;"2019-08-18";"http://www.youtube.com/channel/UCBoe6mhpzwxyoE5glOHLA1Q"
"874";"afcroatia";"Nonprofits & Activism";2350;334;2340000;"2021-05-06";"http://www.youtube.com/channel/UCeTXXLsC7GV7Y4gbNOmicYg"
"875";"Ivan Zeba";"Gaming";2340;108;189000;"2021-04-27";"http://www.youtube.com/channel/UCTlKipAdTiK6RoVsstNnxdw"
"876";"TravelAugmented";"Music";2340;3;129;"2020-10-27";"http://www.youtube.com/channel/UCw8GL4P9geP4Dpdv9s4Hutw"
"877";"LEGA";"Entertainment";2330;238;139000;"2020-10-01";"http://www.youtube.com/channel/UCmj_rQUVREWTgv3ZsWSNQlw"
"878";"Red Rhino YT";"Gaming";2310;219;87200;"2021-05-07";"http://www.youtube.com/channel/UC0nJOy3yUS7SjgHs_P3Is4g"
"879";"45 Degrees Sailing";"Travel & Events";2300;273;191000;"2021-06-29";"http://www.youtube.com/channel/UCdA-Z3b7NaPgodxzz7G_bfw"
"880";"Leon Martinelli";"Music";2300;5;66900;"2021-02-27";"http://www.youtube.com/channel/UCXLmhlHknniPt6v36OS4svA"
"881";"Pay Per View bend";"Music";2290;1418;1920000;"2021-05-19";"http://www.youtube.com/channel/UCLz8Vc20OlxBAz9pgzZTHtQ"
"882";"Marin the Unknown <U+2606>";"Entertainment";2290;12;270000;"2021-01-20";"http://www.youtube.com/channel/UC25979-aYWwKigZU3jS_itg"
"883";"á´<U+0080>É´N<U+0082>Ä±swá´<U+0087>á´<U+0087>N<U+0082>Ä±á´<U+0087>â<U+0099>Y";"Entertainment";2280;106;391000;"2020-04-01";"http://www.youtube.com/channel/UCaWzw3xvQK4qjBimvvozVTw"
"884";"Marko Vukes";"Music";2250;84;1720000;"2020-10-19";"http://www.youtube.com/channel/UCP8U2Zcv8vEWPQgumA9sxaw"
"885";"Wumbolo";"Entertainment";2230;77;1910000;"2020-04-10";"http://www.youtube.com/channel/UC1X8sqDRUNZyzxfuhhm5OJA"
"886";"Ivan Kalmeta";"Film and Animation";2230;106;443000;"2020-08-24";"http://www.youtube.com/channel/UCnr3Czoo135AJcKKHVTeLpw"
"887";"xcverry";"Film and Animation";2230;64;459000;"2020-07-28";"http://www.youtube.com/channel/UC2Kg6TmF8G0yDYf90qTgLgQ"
"888";"hunterqq";"Gaming";2210;536;132000;"2021-05-19";"http://www.youtube.com/channel/UC0EeTwa1bYUbN2TdE3vXasA"
"889";"Marin Vlasic";"Travel & Events";2200;150;1050000;"2021-05-16";"http://www.youtube.com/channel/UC3OVzsaz-8dhOMKl-xnDl3Q"
"890";"hrcojestup";"Music";2200;65;364000;"2021-05-07";"http://www.youtube.com/channel/UCvjtOOrAm-Y1NwfJM69luYw"
"891";"Ith's Corner";"People & Blogs";2200;61;222000;"2021-01-03";"http://www.youtube.com/channel/UC_BuEZdm3iXU6Wbkzy30UXg"
"892";"Zdenko Varesko";"Film and Animation";2190;189;394000;"2021-04-17";"http://www.youtube.com/channel/UCoUyj3G5B2DNfHJHtp23xBw"
"893";"Roko A tokiÄ<U+0087>";"Sports";2190;115;248000;"2020-10-03";"http://www.youtube.com/channel/UCoczD8nno_B0McMoHxahHgQ"
"894";"IM aqua";"Pets & Animals";2190;18;37700;"2021-04-11";"http://www.youtube.com/channel/UCNNQd7XNY4HvIsuv6Llyfrw"
"895";"Zdrave navike";"People & Blogs";2190;143;369000;"2021-05-19";"http://www.youtube.com/channel/UCsbGwcDAIETq-6jtgzTMHjA"
"896";"slycro";"Music";2190;42;4060000;"2009-05-09";"http://www.youtube.com/channel/UC5vE1qnRTipHQBNxLBzlnBg"
"897";"OPG HAHA";"People & Blogs";2180;79;875000;"2021-06-08";"http://www.youtube.com/channel/UCIdEmdeEXgezh3gw4kZFkbA"
"898";"Splitv Videoportal";"People & Blogs";2180;2242;1560000;"2021-05-21";"http://www.youtube.com/channel/UCWvCjWYslYhZpvqkt4TikSw"
"899";"Brutalna Kifla";"Gaming";2170;133;40100;"2021-05-01";"http://www.youtube.com/channel/UC5H8iCkCcZoaAG31Oc5lJ9Q"
"900";"LeAny";"Entertainment";2170;114;420000;"2021-05-14";"http://www.youtube.com/channel/UCONvxLlS73V7KSRBaQPQ2hQ"
"901";"TransmeetTv";"Music";2160;819;1640000;"2010-12-16";"http://www.youtube.com/channel/UCXgjQ5dbLlMOO_WrTu4nsdg"
"902";"LACH official";"Music";2160;10;988000;"2021-05-04";"http://www.youtube.com/channel/UCqKhJc5mIytPG59YuCErSzw"
"903";"RagnarZD";"Entertainment";2160;531;122000;"2021-03-07";"http://www.youtube.com/channel/UCp7wEym6voUmQnPxTJ9RrHw"
"904";"Sandy Kovaèeviæ";"Sports";2160;38;150000;"2021-05-13";"http://www.youtube.com/channel/UCp2Xwx_rFxReKxX6mzd-AuQ"
"905";"Bistrièki ZVUKOLIK";"People & Blogs";2160;420;1530000;"2019-05-07";"http://www.youtube.com/channel/UCCw9_ccdWQeSdg5JJozDV2w"
"906";"Revilo TM";"Gaming";2140;216;58200;"2021-05-06";"http://www.youtube.com/channel/UC28AE-hk7epgyRmsKZpGLQw"
"907";"Tops Balkan";"Education";2130;14;3280;"2021-04-11";"http://www.youtube.com/channel/UCRDSEOuqaSwB2dws_LL50VA"
"908";"UnableToLxve";"Gaming";2110;49;104000;"2021-05-08";"http://www.youtube.com/channel/UCU8l1A15l5amDPlOhmYJggQ"
"909";"Marija H-G (poetkinja)";"Music";2100;96;2100000;"2020-07-28";"http://www.youtube.com/channel/UCXGpqxjGmtaPHwJfek3TIfQ"
"910";"Kitchen Resa";"People & Blogs";2090;133;195000;"2021-05-05";"http://www.youtube.com/channel/UCmmy5prNuJ5BGN5W6pm797g"
"911";"Travel Tigers";"Travel & Events";2090;1413;3200000;"2019-10-22";"http://www.youtube.com/channel/UC4ZH2QxocdTfsUdcfxxSwlQ"
"912";"vedran ljubenko";"Music";2080;18;1170000;"2021-06-12";"http://www.youtube.com/channel/UCgB7GVK6VcrT_arRJT-oMJQ"
"913";"goran2003";"Autos & Vehicles";2080;497;1700000;"2021-04-06";"http://www.youtube.com/channel/UC_BY-RGEu4yw_SLoy-QW50A"
"914";"badh8me";"Gaming";2070;99;1690000;"2020-09-06";"http://www.youtube.com/channel/UCIc_FKALKVyi-VRo3ItIfQw"
"915";"E<U+009F>á´<U+009C>É´á´<U+0080>";"Music";2060;170;570000;"2021-05-15";"http://www.youtube.com/channel/UClvLMfy7XUaH6GpS6FAobhQ"
"916";"Zepelin Beats";"Music";2060;480;407000;"2021-05-02";"http://www.youtube.com/channel/UCoK4eX5rDQkH21h3du8pxOg"
"917";"IMA NADE GROBNIK";"Music";2050;935;2230000;"2021-05-13";"http://www.youtube.com/channel/UCjfHGZv6CRKz9LTkcABLD0A"
"918";"HR";"Music";2050;149;2450000;"2021-05-01";"http://www.youtube.com/channel/UCeNcXN4qrpPfkyRr2I8H84g"
"919";"anjahra";"Music";2040;107;1520000;"2018-06-10";"http://www.youtube.com/channel/UChtXyUT6k5CZteSVGvqbPKQ"
"920";"DAST CHANNEL";"Gaming";2030;196;164000;"2021-05-20";"http://www.youtube.com/channel/UC4nWZGlmUj1XDSzXk2ak8Hg"
"921";"AS MEDIA";"Music";2010;1025;1550000;"2021-06-17";"http://www.youtube.com/channel/UCmTsG3b8SzhAEyvxm1SxhJw"
"922";"Pera";"Film and Animation";1980;240;1080000;"2019-10-14";"http://www.youtube.com/channel/UCp-Qi02l2urn8A_i2Iy4pOA"
"923";"Novinet TV";"Entertainment";1960;3262;2250000;"2021-06-10";"http://www.youtube.com/channel/UCOC5KRHvB28Rdf9CoDasgmw"
